datetime,open,high,low,close,volume,previous_close,mom,rsi,mfi
2023-07-31,133.01,133.83,132.13,133.11,18381900,133.01,9.03,69.18,64.22
2023-07-28,130.97,134.07,130.92,133.01,26971000,129.87,7.95,69.05,59.74
2023-07-27,131.80,133.60,129.18,129.87,35931600,129.66,4.17,64.97,52.32
2023-07-26,130.36,131.37,128.71,129.66,46216900,122.79,4.83,64.68,50.18
2023-07-25,121.88,123.69,121.53,122.79,31820800,121.88,3.17,52.82,41.06
2023-07-24,121.93,123.35,121.38,121.88,22276100,120.31,4.17,50.79,38.68
2023-07-21,120.87,121.30,119.07,120.31,56498100,119.53,3.44,47.14,33.13
2023-07-20,122.12,124.70,118.68,119.53,27541700,122.78,-0.61,45.27,44.19
2023-07-19,124.79,125.47,122.47,122.78,22313800,124.08,1.85,52.45,51.57
2023-07-18,124.90,124.99,123.30,124.08,21071200,125.06,1.45,55.74,58.64
2023-07-17,126.06,127.28,124.50,125.06,20675300,125.70,4.50,58.29,57.67
2023-07-14,125.13,127.09,124.90,125.70,20482800,124.83,4.73,59.96,57.37
2023-07-13,121.54,125.33,121.06,124.83,31535900,119.62,4.82,58.46,58.54
2023-07-12,119.30,120.96,119.00,119.62,22059600,117.71,-1.46,47.54,57.01
2023-07-11,116.76,118.22,115.83,117.71,18286600,116.87,-1.30,42.38,49.69
2023-07-10,119.07,119.07,116.64,116.87,32960100,120.14,-2.22,39.97,48.80
2023-07-07,120.89,121.75,120.09,120.14,20982400,120.93,-2.88,47.09,44.98
2023-07-06,120.64,121.15,119.25,120.93,17732500,122.63,-2.94,49.05,45.69
2023-07-05,120.06,123.37,120.06,122.63,17830300,120.56,1.37,53.50,44.70
2023-07-03,120.32,121.02,119.71,120.56,13888300,120.97,-3.29,48.18,44.99
2023-06-30,121.10,122.03,120.88,120.97,23865800,120.01,-3.09,49.22,50.20
2023-06-29,120.09,120.91,119.21,120.01,18517500,121.08,-5.78,46.73,49.74
2023-06-28,117.96,121.27,117.60,121.08,19753100,119.01,-3.30,49.23,43.76
2023-06-27,117.84,119.89,116.91,119.01,27221700,119.09,-5.42,43.84,36.79
2023-06-26,121.47,122.72,118.99,119.09,23185000,123.02,-5.26,44.00,42.89
2023-06-23,122.04,123.44,121.86,123.02,29542900,123.87,0.15,53.30,49.15
2023-06-22,120.66,123.93,119.60,123.87,20781900,121.26,1.20,55.66,47.76
2023-06-21,123.24,123.41,120.86,121.26,22612000,123.85,-1.68,49.25,48.42
2023-06-20,123.54,125.18,122.83,123.85,22698000,124.06,-4.06,56.83,45.96
2023-06-16,126.70,126.70,123.79,124.06,56686800,125.79,-2.57,57.49,45.40
2023-06-15,123.88,126.16,123.14,125.79,24517100,124.38,0.56,63.15,56.69
2023-06-14,123.80,124.79,122.16,124.38,24659600,124.43,0.01,60.18,57.79
2023-06-13,125.65,125.86,123.85,124.43,19287700,124.35,1.06,60.34,58.11
2023-06-12,123.39,124.75,122.35,124.35,22255700,122.87,-0.29,60.19,51.98
2023-06-09,122.56,124.29,122.42,122.87,20304500,122.67,-2.56,57.28,52.99
2023-06-08,122.58,123.73,122.01,122.67,24815000,122.94,-1.68,56.88,54.24
2023-06-07,127.57,129.55,122.63,122.94,34179300,127.91,1.30,57.55,60.89
2023-06-06,126.60,128.88,125.97,127.91,19450100,126.63,4.62,71.99,69.17
2023-06-05,124.61,127.99,124.38,126.63,22672500,125.23,0.76,70.20,70.06
2023-06-02,124.49,126.75,124.35,125.23,19362400,124.37,1.98,68.13,64.46
2023-06-01,123.50,125.04,123.30,124.37,25017700,123.37,0.85,66.82,65.36
2023-05-31,123.70,124.90,123.10,123.37,41548800,124.64,1.89,65.28,67.71
2023-05-30,126.29,126.38,122.89,124.64,27230700,125.43,4.55,69.07,77.56
2023-05-26,124.07,126.00,123.29,125.43,25154700,124.35,8.47,71.46,83.78
2023-05-25,125.21,125.98,122.90,124.35,33812700,121.64,6.43,70.15,83.37
2023-05-24,121.88,122.75,120.75,121.64,23087900,123.29,4.74,66.56,82.68
2023-05-23,124.93,125.42,123.05,123.29,24477900,125.87,11.01,71.42,83.93
2023-05-22,123.51,127.05,123.45,125.87,29760200,123.25,17.93,79.88,90.00
2023-05-19,124.20,126.48,122.72,123.25,30251300,123.52,15.01,77.34,84.88
2023-05-18,121.56,123.90,121.49,123.52,27014500,121.48,17.31,78.29,84.36
2023-05-17,120.18,122.28,119.46,121.48,26659600,120.09,16.27,76.26,84.09
2023-05-16,116.83,121.20,116.83,120.09,32370100,116.96,13.97,74.77,84.40
2023-05-15,116.49,118.79,116.48,116.96,22107900,117.92,10.98,70.95,75.55
2023-05-12,117.00,118.26,116.55,117.92,31272500,116.90,10.21,74.14,74.33
2023-05-11,115.86,118.44,114.93,116.90,57115100,112.28,8.68,72.94,73.50
2023-05-10,108.55,113.51,108.48,112.28,47533500,107.94,3.91,66.37,70.57
2023-05-09,108.78,110.60,107.72,107.94,24782400,108.24,3.49,57.32,68.19
2023-05-08,105.79,108.42,105.79,108.24,17266000,106.21,3.63,58.33,62.33
2023-05-05,105.32,106.44,104.74,106.21,20705300,105.21,-0.57,53.17,57.02
2023-05-04,106.16,106.30,104.70,105.21,19780600,106.12,-0.70,50.34,49.51
2023-05-03,106.22,108.13,105.62,106.12,17116300,105.98,0.22,53.04,55.53
2023-05-02,107.66,107.73,104.50,105.98,20343100,107.71,0.96,52.68,56.14
2023-05-01,107.72,108.68,107.50,107.71,20926300,108.22,2.59,57.79,55.76
2023-04-28,107.80,108.29,106.04,108.22,23957900,108.37,1.80,59.37,50.00
2023-04-27,105.23,109.15,104.42,108.37,38235200,104.45,-1.09,59.81,43.51
2023-04-26,105.56,107.02,103.27,104.45,37068200,104.61,-3.74,50.86,42.94
2023-04-25,106.61,107.44,104.56,104.61,31408100,106.78,-0.61,51.29,44.93
2023-04-24,106.05,107.32,105.36,106.78,21410900,105.91,0.66,57.46,53.02
2023-04-21,106.09,106.64,105.49,105.91,22369800,105.90,-1.04,55.46,52.85
2023-04-20,104.65,106.89,104.64,105.90,22515300,105.02,-3.00,55.44,53.59
2023-04-19,104.21,105.72,103.80,105.02,16732000,105.12,0.07,53.54,46.26
2023-04-18,107.00,107.05,104.78,105.12,17641400,106.42,0.00,53.78,52.77
2023-04-17,105.43,106.71,105.32,106.42,29043400,109.46,1.51,56.88,51.77
2023-04-14,107.69,109.58,107.59,109.46,20745400,108.19,5.46,65.03,52.44
2023-04-13,106.47,108.26,106.44,108.19,21650700,105.22,6.87,62.97,45.40
2023-04-12,107.39,107.59,104.97,105.22,22761600,106.12,3.32,57.55,46.91
2023-04-11,106.92,107.22,105.28,106.12,18721300,106.95,4.76,60.02,54.84
2023-04-10,107.39,107.97,105.60,106.95,19741500,108.90,3.89,62.32,61.72
2023-04-06,105.77,109.63,104.82,108.90,34684200,104.95,2.84,67.98,60.87
2023-04-05,106.12,106.54,104.10,104.95,21864200,105.12,-1.31,61.38,64.53
2023-04-04,104.84,106.10,104.60,105.12,20377200,104.91,0.90,61.89,71.90
2023-04-03,102.67,104.95,102.38,104.91,20719900,104.00,-0.93,61.52,72.79
2023-03-31,101.71,104.19,101.44,104.00,28086500,101.32,2.07,59.97,73.28
2023-03-30,101.44,101.61,100.29,101.32,25009800,101.90,-1.14,55.02,67.35
2023-03-29,102.72,102.82,101.03,101.90,26148300,101.36,0.83,56.42,66.69
2023-03-28,103.00,103.00,100.28,101.36,24913500,103.06,4.81,55.44,61.74
2023-03-27,105.32,105.40,102.63,103.06,25393400,106.06,8.81,59.35,66.85
2023-03-24,105.74,106.16,104.74,106.06,25245000,106.26,14.40,67.11,67.34
2023-03-23,105.89,107.10,105.41,106.26,31385800,104.22,15.25,67.65,72.87
2023-03-22,105.14,107.51,104.21,104.22,32336900,105.84,11.56,64.94,72.58
2023-03-21,101.98,105.96,101.86,105.84,33122800,101.93,11.19,69.22,71.79
2023-03-20,101.06,102.58,100.79,101.93,26033900,102.46,7.76,63.89,71.07
2023-03-17,100.84,103.49,100.75,102.46,76109100,101.07,6.88,65.32,76.97
